text,profanity_class
легкий электив смотришь видео и решаешь тесты по ним финальный тест состоит из вопросов обычных тестов,0
очень классный электив асю ильничну слушать было одно удовольствие мы разбирали историю этикета его виды речевой деловой светский столовый и тд рассказывали аспекты своего профессионального этикета к примеру на занятии мы обсуждали правила делового этикета что для него характерно какие правила табу какая одежда соответствует для него разбирали различные дресс коды ну и конечно речевой этикет правила общения и коммуникации в целом закрыться в принципе несложно нужно написать пару эссе несколько конспектов по главам книг и выступить с презентацией ну и  посещений,0
можно умереть от скуки  преподаватель говорит работать на паре говорит говорить что то чтобы она поставила полный балл  но среди монотонной речи без пауз и вопросов слово вставить некуда  в итоге ставят половину баллов  и так приходится ходить до самой зачетной недели потому что баллы очень трудно набрать хоть и делать ничего не приходится  сидишь и чувствуешь как напрасно уходит время  на паре можно позаниматься своими делами сделать домашнее задание или посмотреть ютуб тут уже как распределить время  одно спасибо не заставляли сидеть с поднятыми головами  сидели  часа без перемены отпускали максимум на  минут в туалет  двери и окна закрывались чтобы было душно в кабинете за этим строго следили  отработать дают только  пропуска  те кто не ходил на пары вышли на экзамен они выполнили какое то задание и тоже получили зачет  электив подразумевает что будет что то очень интересное и необычное но подача его сильно испортила,0
для филологов будет чуть сложнее чем нам простым студентам с других направлений но лишь из за того что электив ведет их преподаватель  преподаватель очень интересный человек и свой предмет ведет интересно всегда находится во взаимодействие с аудиторией слышет студентов  надо обязательно вести конспекты или делать скетчи потом их посмотрят  работать на паре не сложно даже тем кто ничего не понимает просто надо быть включенным в процесс что не сложно  на парах общались о итальянском искусстве о италии слушали песни на итальянском на религиозные темы отрывки из фильмов смотрели тоже о религии что то много о иконописи говорили как менялось восприятие и изображение святых иисуса заветы обсуждали библию стихотворения о религиозных праздниках построчно разбирали в основном все такое было  за весь семестр надо сделать один доклад с презентацией красиво выступить за него ставят большее количество баллов  насчет баллов их не ставят сразу только перед зачетной неделей от чего приходится ходить на пары до самого конца из за боязни что там не наберется на зачет  но баллы ставят хорошо их по итогу много набирается,0
преподавательница очень импонировала интересно рассказывает тактично и внимательно выслушивает любое мнение действительно заинтересовалась различными приемами в мире кино однако получить зачет очень трудно почти на каждой паре нужно отвечать написать  рецензии и  презентацию иначе идешь на зачет автомат у нас получили наверное  группы если не меньше в принципе если ходить и активно работать  электив ,0
ниже уже написали о том что вы будет спать от скуки  это правда я за семестр делала  масштабных конспектов и  доклада на зачет набирается не так уж легко пары очень нудные и бесполезные хотя такую тему как мифы можно расписывать бесконечно думала будет интересно но лучше бы потратила время на более полезный электив,0
ниже уже написали о том что вы будете спать от скуки  это правда за семестр делала  масштабных конспектов  доклада то есть набрать зачет не так уж просто было бы не так плохо но пары проходили нудно и грустно хотя такую тему как мифы можно расписывать до бесконечности лучше бы потратила время на более полезный электив,0
кто не шарит в нефтедобыче но ему это интересно то велком тут интересно но трудновато на этом элективе можно закрыться если ходить на все пары если ты пропустил пару без уважительной причины или у тебя нет справки у тебя не будет возможности восполнить баллы также если вы хотите прийти и ничего особо не делать этот электив не для вас на нем нужно постоянно делать конспекты и их сбрасывать пдф файлом преподу чем больше написал тем больше вероятность получения баллов которые преподаватель объявил за конспект также нужно делать доклад и реферат доклад и реферат нужно делать строго по госту тюмгу ибо таковы требования преподавателя,0
электив действительно классный особенно семинары на которых препод разбирает со студентами не только обязательные произведения из программы но также любые фантастические сюжеты на ваш вкус я например на одной из последних пар сделала доклад по манге человек бензопила кто то делал доклад по гарри поттеру кто то по любимой книжной серии из жанра фантастика или ужасы даже про вархаммер поговорили  анастасия олеговна очень комфортный и замечательный преподаватель  все семинары проходили в формате активной дискуссии и иногда мы выполняли какие нибудь творческие задания в конце занятия  если вы хотите просто узнать что то новое для себя и послушать про истоки жанра фантастика вам сюда  если вам интересен глубокий анализ литературных произведений в жанре фантастика вам точно сюда  на самом деле можно даже не быть активным участником каждой дискуссии достаточно исправно посещать пары и иногда выражать свое мнение по теме,0
я перевелась с данного электива спустя некоторое время и вот почему  причина первая и последняя преподаватель смотрел в пол нервничал тяжело шел на контакт со студентами очень долго и занудно говорил студенты с докладами вели занятие интереснее него  отзывы на данный электив были очень хорошими и это подкупало конечно мифы и легенды это ведь безумно интересно и полезно через их призму можно глубже понимать политику философию и религию однако все зависит от того кто ведет предмет почитайте другие отзывы на портале и посмотрите у кого студентам было интересно а у какого препода стоит одна звезда  если вы хотите взять этот электив то обязательно смотрите на имя лектора не советую идти к тому у кого была я,0
простой и интересный электив посвященный экологии и влиянию человечества на окружающую нас среду достаточно ходить на пары и внимательно слушать преподавателя черемных лилия даулятовна непринужденно и интересно ведет предмет  иногда проходили всякие опросики иногда играли в экологические настолки и вообще было много классного интерактива набрать баллы очень просто однозначно рекомендую,0
достаточно легкий электив в меру полезный и в меру интересный для кого то может будет очень актуальным но мне никто америку не открыл на парах будете выступать выходить из зоны комфорта и пробовать справляться со стрессом во время выступлений теории немного и она в целом полезная закрыться легко  мне не понравилось субъективное мнение педагога относительно некоторых психологических моментов личности студентов никто не просил бесплатную консультацию психолога но она как будто бы была и это мерзко прям а еще она постоянно говорила мизогинные фразочки и называла женщин слабыми и недееспособными ну по себе видимо судила,0
электив был очень крутым лично мне очень понравилось в конце пары всегда рекомендуется от преподавателя аниме можно сказать этот электив был полезным развивающим интерактивным и тд больше бы таких преподавателей как дмитрий николаевич,0
электив интересный в особенности если вы увлечены фильмами и постоянно их смотрите преподавательница приятная очень интересно было слушать лекции и семинары основная сложность получение баллов нужно постоянно отвечать и если у вас сложности с воспроизведением своих мыслей перед людьми будет довольно трудно но зачет в случае чего сдать несложно главное посмотреть все фильмы их  и хоть как то отвечать на вопросы,0
отличная возможность научиться работать в команде проводить социологические исследования работать надо много но оно того стоит баллы заработать не сложно если делать все задания вносить предлагаемые исправления как незрячей студентке мне было комфортно изучать дисциплину единственное что не всегда информация в презентациях была доступна но если не пропускать лекции и вовремя все конспектировать презентация потом не пригождается,0
отличная возможность изучить приемы работы с текстом здесь есть место творчеству и самовыражению можно написать и прочитать текст о том чем хочется поделиться можно открыться высказать в тексте в рамках задания свои переживания и мысли не боясь что кто то не поймет но главное здесь прокачиваются навыки работы с текстом баллы получить легко и даже домашнего задания почти никогда нет для незрячих студентов электив полностью доступен,0
предмет вроде бы и предполагает большую полезность но по факту выходишь со знаниями сухой теории которая сразу же забывается если ты не юрист занимающийся налоговым правом само строение и содержание курса необходимо пересмотреть никакой практичной информации не представлено хотя именно этого и ожидаешь от электива,0
электив полезен в большей степени для филологов и лингвистов а также историков упор делается на изучение церковнославянского языка вы овладеете базовыми знаниями чтобы уметь читать тексты древних памятников кстати о последнем одним из плюсов данного электива являются знания и навыки в области палеографии если вы интересуетесь старинными древнерусскими рукописями то здесь вас научат датировать памятник по трем основным типам письма оформлению внешнему виду я считаю что благодаря этому электив будет интересен и студентам других направлений древнерусские рукописи достаточно смешнявая и интересная вещь чего только стоит апокалипсис что касается легкости скажу что это электив не из легких наверно как и любой другой языковой электив но благодаря прекрасной чудесной безумно интересной и очень умной ребят серьезно знать столько языков сколько знает эта невероятная женщина екатерине владимировне у вас обязательно все получится главное не пропускайте занятия если пропустите хотя бы одну пару вы не разберетесь в грамматике вам будет трудновато нагнать потом напоследок ребята с других специальностей не языковых не бойтесь и не стесняйтесь вы узнаете много нового и интересного из истории русского языка,0
из плюсов онлайн качественный материал есть список доплитр ы на данные темы  из минусов скучные лекции достаточно монотонные ответы на вопросы теста не всегда есть в видео и даже в интернете  в конце курса было тестирование с прокторингом не самая лучшая форма тестирования тк реагирует на банальный шум стройки в общаге на который ты ни как не можешь повлиять,0
плюсы онлайн электив актуальная информация знакомство с разными программами  минусы рабочий интерфейс отличался от того что есть например у меня я так и не поняла в  какого года работал преподаватель или он работал через гугл но у меня все сильно отличалось в программе и из за этого возникали сложности в выполнении дз,0
хороший электив много интересной и актуальной информации после прослушивания лекций начинаешь многое замечать и на многое обращать внимание что не понравилось так это отсутствие знакомства с коллективом просто сказали разделиться на команды и работать а это достаточно сложно сделать находясь среди незнакомых людей были домашки интересные некоторые объемные но если вам повезло с командой все сделаете быстро и легко,0
топ всем историкам или интересующимся историей советую,0
очень много полезного материала особенно если вам интересен маркетинг преподаватель иногда будто не заинтересована в материале но некоторые темы очень интересно подает были практические задания которые можно сделать используя презентации лекции в конце семестра необходимо сделать проект по всем пройденным темам хороший электив,0
электив интересный есть дз и занимает много времени в самом конце большой проект,0
электив прост в освоении однако пары не показались интересными начнем с того что в мупе стоят только лекции но это не так вас ждут не только лекции но и практики они похожи по темам с лекциями но в целом от тех же лекций не отличается этот электив много что умного рассказывает хотя без практики после прохождения курса материал быстро забывается советую сходить на этот электив тем кто хочет провести время личностно эффективно,0
электив схож с другой элективной дисциплиной под названием разработка визуальных новелл вы собираете команду среди аудитории или с уже готовой командой придумываете идею сюжет геймплей игровой движок для разработки игры а затем разрабатываете ее эта дисциплина я бы сказал неявно прокачивает тебя с точки зрения  разработчика сценариста дизайнера и тд неявно потому что преподаватель скорее в ваш процесс не вмешивается может немного направляет вас в нужном направлении на лекциях вам рассказывают материал немного тривиальный но кто то может и его не знать что касается преподавателя то он отличный замечаний нет относится ко всему с пониманием,0
электив достаточно легкий и простой получить зачет можно посещая практически все пары и сделав несколько презентаций если в какой то степени любите историю то будет интересно послушать истории и развитие библиотек преподаватель добрая и понимающая женщина,0
электив довольно странный в основном обсуждали какие то методики для самопознания и тд не могу сказать что узнал что то новое и полезное  на элективе можно немного разгрузиться от учебы и подумать о себе о том что на душе что то проанализировать в своей жизни  как мне показалось было скучновато но благо разбавляла обстановку командная деятельность  сдать было не трудно главное посещать все занятия и делать легкие задания они были без дэдлайнов но чтоб потом узнать свой актуальный балл лучше делать задания каждую неделю,0
электив потрясающий как и сам преподаватель для того чтобы получить легкий зачет пришлось очень постараться в выполнении домашки но тем оно и интересней в течение электива вы не будете просто сидеть и слушать лекции вы будете выполнять задания от посмотреть фильм до  сделать видеоролик на какую то тему так же в начале каждой лекции вас будет ждать самостоятельная на проверку знаний по пройденным темам ни разу не пожалела что пошла на этот электив так как обзавелась новыми знакомствами а так же конечно бесценным опытом теперь еще больше хочу второе образование по рекламе и связям с общественностью,0
 ничтожество полное эта рыба в кляре,0
удар штучка синхронизация,0
если вы с имикна то просто халява по сути вы можете не ходить на него и тупо прийти на зачет с закрыть на изи вообще  если не с имикна то в целом если будете ходить то точно также на изи закроетесь  по интересности подойдет тем кто вообще  в программиование и только начинает прощупавать этот край в целом курс только базу даже не переходя на ооп,0
у меня есть с чем сравнить этот электив у меня вел ацуиос преподватель фучко михаил михайлович это не совсем препод а совместитель то есть у него была основная работа связанная с его специальностьью пупупу ну вот и он у нас на ацуосе по сути преподавал тоже самое что и тут но у него было просто банально интереснее веселее и объяснить он что то мог в любой момент даже если ты где то  км назад обкакался  и находясь на этом элективе если пропустишь занятие потом будешь поносить очень жестко и не понимать преподаваталь хороший мужик но как мне кажется у него очень плохой стиль общения со студентам и не все смогут с ним хорошо общаться также до конца не была понятна система оценивания ведь в модеусе стояло что за лекции можно было получить  баллов а мы получали   и с практиками  также но потом оказалось что эти все балы получаем за сдачу теста русбихтех астра линукс  ну крч в целом электив норм если не скипать занятия и слушать лектора и если у вас есть желания разобраться в сетях  типа проще ответить пошел бы я еще раз нет потому что тут надо чет стараться а я халявы хотел ахвахвх,0
электив вообще без запорыпоэтому и пошла туда  презентации на   слайдов объяснить простенький опыт по физике со школы к физике имеет очень слабое отношение но возможно все изменится зато будет красивое название в дипломеда преподаватель опаздываетно он отписывается в   заранее за баллы можно не переживать если дз делать с самого начала семестра презентации  электив идет меньше  месяцев,0
электив крайне странный и сомнительный на парах мы как бы изучаем азы логики чтобы потом в будущем использовать полученные знания в своей профессиональной деятельности звучит полезно и интересно но на деле оказывается что мы разбираем с умными словами весьма простые вещи которые и так известны каждому более менее грамотному студенту не страдавшего фигней в школе вы все уже и так знаете просто в логике у всего есть свое название уже после нескольких встреч мне стало ясно что если я не сяду на первую парту и не начну жестко вникать и работать то выйду на зачет а на зачет по этому элективу вы не захотите выходить поверьте   преподаватель тоже странный и это мягко сказано очень любит всех учить жизни хотя никто его не просит и со временем это очень надоедает также будьте готовы каждое занятие слушать про вред гаджетов про то что раньше было лучше все это дополняют постоянные опоздания преподавателя на свои же пары на   минут можно было бы подумать что он действительно не имеет возможности не опаздывать из за каких то неотложных дел но часто оказывалось что он просто с кем то болтал на первом этаже института или где то шлялся такого отношения не должно быть вообще никогда и ни при каких случаях я и многие другие в составе моей группы учились и учатся на платке получается мои и их деньги идут в том числе и на зарплату этому преподавателю а он смеет постоянно опаздывать с таким видом будто это нормально для высшего учебного заведения еще хочу добавить что оценки и посещаемость не выставляются во время обучения узнать свои баллы просто невозможно он молчит на вопросы в тимсе отвечает грубо и крайне безграмотно   в общем смысла идти сюда целенаправленно нет просто время на очевидные знания и поучения от преподавателя потратите нового и действительно полезного вряд ли что то узнать получится  если попали на электив случайно или по ошибке  перезапишитесь на другой любой будет лучше чем этот,0
очень понравился электив после каждого занятия уходила с кучей мыслей о жизни действительно познакомилась с восточным кинематографом и теперь стала внимательнее смотреть кино преподаватель может показаться непростым но с ним можно договориться не верьте первому впечатлению,0
мне понравился этот электив было много теории и интересной практики например несколько раз смотрели фильмы после чего нужно было написать ответы на вопросы также были полевые задания когда в команде мы снимали видео на определенную тему каждую пару писали небольшие самостоятельные на  минут из одного двух вопросов но это несложно   в принципе закрыться легко если ходишь на пары и делаешь работы,0
очень интересный электив но нужно быть готовым к тому что к каждой паре придется читать новое произведение иногда короткое а иногда не очень ну или хотя бы смотреть фильм светлана олеговна замечательный преподаватель очень понятно и легко подает материал всегда выслушает мнение каждого и не будет ругать если ты честно скажешь что не понравилось произведение   закрыться достаточно легко если ты хоть немного работаешь на паре и участвуешь в обсуждениях,0
снусмумрик,0
пельмени оказались полное абсолютное ничтожество,0
предмет оказался крайне интересным я с неайти специальности получила полезные навыки анализа данных в  конечно были некоторые трудности в некоторых теоретических моментах однако преподаватель все сумел объяснить рекомендую тем кто действительно интересуется аналитикой данных и готов уделить время изучению закрыть электив несложно достаточно просто описать инструменты анализа из своего или уже готового датасета,0
преподаватель замечательный электив для общего развития пары проходят легко в основном мы слушали закрыть предмет тоже несложно нужно всего лишь сделать презентацию  отдохнуть после сложных профильных пар самое то,0
очень полезный и интересный электив закрыть его было легко достаточно ходить на занятия и делать не такие уж и сложные задания преподаватель очень хорошо объясняет все темы дает возможность получить хороший балл,0
один из самых лучших элективов которые у меня были в тюмгу не думала что так понравится заниматься на элективах как по сакральным ландшафтампреподавательница замечательная очень интересная и дает много полезной информации о городе и культуре в целом уникален и сам формат прогулочных пар нам всем с ребятами в группе было весело гулять и ездить по разным местам на автобусе тюмгу такой электив навсегда остается в памяти я даже расстроилась из за того что он так быстро прошел в конце семестра мне особо запомнилось как мы ходили в дом татарской культуры и пили чай с эчпочмаками и чак чаком всем очень советую самое главное  не пропускать пары,0
очень интересный электив и преподаватель с которым было даже грустно прощаться  очень запомнились его лекции о конспирологии а также книги которые он советовал к чтению запали в душу  очень важно делать домашние задания поначалу  эссе на тему вашего отношения к конспирологиям и по прочтению материала хочется сказать спасибо тюмгу за таких преподавателей которые вкладывают столько усилий и стараний в свой электив  усилия и работа на парах у агапова действительно вознаграждаются углубленными знаниями,0
электив для тех кто хочет ознакомиться с темой и побольше узнать об одном из уровней организации жизнь профильникам естественникам будет скучно большую часть программы потому что там проходится материал егэ закрыться легко но нудно нужно писать конспекты  за то что в любом виде отвечать на вопросы в конце лекциипрактики в письменной форме и делать презентации   за весь курс подойдет также для тех кто хочет прокачать навык в презентациях и публичных выступлениях,0
электив для тех кто хочет разнообразить профессиональную университетскую рутину и попробовать что нибудь новое даже если вы учитесь по профильному направлению преподаватель действительно строгий каждую пару будь то лекция или практика нужно проявлять активность чтобы заработать баллы но даже если вы набрали  то зачет без  обязательных проектов защищаемый в течение семестра не поставят но это хорошая возможность познакомиться с многими деятелями искусства найти что то новое для себя и возможно немного разобраться в себе,0
лекции очень нудные практика намного интереснее конспекты особо не смотрят нужно лишь выполнять задания в течение курса и в конце выполнить небольшой проект закрыться очень легко достаточно просто не пропускать занятия тестов или чего то подобного не было,0
легкий электив для тех кто неплохо знает английский потому что в самой программе нет русского интерфейса и хоть какие то навыки в моделировании иначе вам придется практически все время учиться создавать объекты либо по роликам из интернета либо по презентациям которые присылает преподаватель если все это освоить то закрыться максимально легко достаточно до конца семестра сдать два проекта помещения чем раньше сдаете тем раньше освобождаетесь,0
если вы хотите узнать лучше о работе и роли генов в нашей жизни то этот очень простой в изучении и освоении электив для вас информация подающаяся простым языком будет понятна и интересна студентам всех направлений если вы осознанно его выбрали конечно лекции проходят быстро конспектировать не обязательно на практике будут разбираться некоторые отдельные темы будут отдельные занятия конференции где будет либо рассказы с презентациями либо игра закрыться просто достаточно ходить на все пары и выполнять задания,0
если вы знаете язык на уровне а и выше то пройти его будет очень легко остальным будет достаточно сложно потому что материала много а времени на его детальный разбор мало занятия по каждому разделу те лексикон грамматика и тд в конце нужно сделать презентацию на свободную тему биологическую и защитить также есть практика перевода статей и написания аннотации хорошая подготовка для тех кто планирует поступать в магистратуру по направлению  а еще преподаватель классная всегда интересно объясняет и на одной волне со студентами,0
сама идея курса интересная но подача материала вообще никак не зацепила суть в уловках маркетинга для привлечения клиентуры ну и теория экономики с разбором теорий выдающихся экономистов зачет получить легко препод не любит пропускающих,0
электив достаточно интересный и полезный для расширения кругозора однако лекции могут показаться скучными из за теории которую придется запоминать для обсуждений на практических занятиях нас было мало поэтому так или иначе что то говорить приходилось всем  преподаватель приятная женщина с большим опытом в данной сфере преподносит всю информаци легко идет на встречу если не хватает баллов  получить зачет просто если ходить на пары иногда делать дз анализировать фильмыстатьиновости и в конце сделать объемную итоговую презентацию по любой стране с учетом особенностей коммуникации с ее жителями,0
